Index,Name,URL,Description,Type of Proficiency,Proficiencies,Image,Speed,Size,Language
hydra,Hydra,/api/monsters/hydra,,monstrosity,"[{'value': 6, 'proficiency': {'index': 'skill-perception', 'name': 'Skill: Perception', 'url': '/api/proficiencies/skill-perception'}}]",,"{'walk': '30 ft.', 'swim': '30 ft.'}",Huge,
hyena,Hyena,/api/monsters/hyena,,beast,"[{'value': 3, 'proficiency': {'index': 'skill-perception', 'name': 'Skill: Perception', 'url': '/api/proficiencies/skill-perception'}}]",,{'walk': '50 ft.'},Medium,
ice-devil,Ice Devil,/api/monsters/ice-devil,,fiend,"[{'value': 7, 'proficiency': {'index': 'saving-throw-dex', 'name': 'Saving Throw: DEX', 'url': '/api/proficiencies/saving-throw-dex'}}, {'value': 9, 'proficiency': {'index': 'saving-throw-con', 'name': 'Saving Throw: CON', 'url': '/api/proficiencies/saving-throw-con'}}, {'value': 7, 'proficiency': {'index': 'saving-throw-wis', 'name': 'Saving Throw: WIS', 'url': '/api/proficiencies/saving-throw-wis'}}, {'value': 9, 'proficiency': {'index': 'saving-throw-cha', 'name': 'Saving Throw: CHA', 'url': '/api/proficiencies/saving-throw-cha'}}]",,{'walk': '40 ft.'},Large,"Infernal, telepathy 120 ft."
ice-mephit,Ice Mephit,/api/monsters/ice-mephit,,elemental,"[{'value': 2, 'proficiency': {'index': 'skill-perception', 'name': 'Skill: Perception', 'url': '/api/proficiencies/skill-perception'}}, {'value': 3, 'proficiency': {'index': 'skill-stealth', 'name': 'Skill: Stealth', 'url': '/api/proficiencies/skill-stealth'}}]",,"{'walk': '30 ft.', 'fly': '30 ft.'}",Small,"Aquan, Auran"
imp,Imp,/api/monsters/imp,,fiend,"[{'value': 4, 'proficiency': {'index': 'skill-deception', 'name': 'Skill: Deception', 'url': '/api/proficiencies/skill-deception'}}, {'value': 3, 'proficiency': {'index': 'skill-insight', 'name': 'Skill: Insight', 'url': '/api/proficiencies/skill-insight'}}, {'value': 4, 'proficiency': {'index': 'skill-persuasion', 'name': 'Skill: Persuasion', 'url': '/api/proficiencies/skill-persuasion'}}, {'value': 5, 'proficiency': {'index': 'skill-stealth', 'name': 'Skill: Stealth', 'url': '/api/proficiencies/skill-stealth'}}]",,"{'walk': '20 ft.', 'fly': '40 ft.'}",Tiny,"Infernal, Common"
invisible-stalker,Invisible Stalker,/api/monsters/invisible-stalker,,elemental,"[{'value': 8, 'proficiency': {'index': 'skill-perception', 'name': 'Skill: Perception', 'url': '/api/proficiencies/skill-perception'}}, {'value': 10, 'proficiency': {'index': 'skill-stealth', 'name': 'Skill: Stealth', 'url': '/api/proficiencies/skill-stealth'}}]",,"{'walk': '50 ft.', 'fly': '50 ft.', 'hover': True}",Medium,"Auran, understands Common but doesn't speak it"
iron-golem,Iron Golem,/api/monsters/iron-golem,,construct,[],,{'walk': '30 ft.'},Large,understands the languages of its creator but can't speak
jackal,Jackal,/api/monsters/jackal,,beast,"[{'value': 3, 'proficiency': {'index': 'skill-perception', 'name': 'Skill: Perception', 'url': '/api/proficiencies/skill-perception'}}]",,{'walk': '40 ft.'},Small,
killer-whale,Killer Whale,/api/monsters/killer-whale,,beast,"[{'value': 3, 'proficiency': {'index': 'skill-perception', 'name': 'Skill: Perception', 'url': '/api/proficiencies/skill-perception'}}]",,{'swim': '60 ft.'},Huge,
knight,Knight,/api/monsters/knight,"Knights are warriors who pledge service to rulers, religious orders, and noble causes. A knight’s alignment determines the extent to which a pledge is honored. Whether undertaking a quest or patrolling a realm, a knight often travels with an entourage that includes squires and hirelings who are commoners.",humanoid,"[{'value': 4, 'proficiency': {'index': 'saving-throw-con', 'name': 'Saving Throw: CON', 'url': '/api/proficiencies/saving-throw-con'}}, {'value': 2, 'proficiency': {'index': 'saving-throw-wis', 'name': 'Saving Throw: WIS', 'url': '/api/proficiencies/saving-throw-wis'}}]",,{'walk': '30 ft.'},Medium,any one language (usually Common)
kobold,Kobold,/api/monsters/kobold,,humanoid,[],,{'walk': '30 ft.'},Small,"Common, Draconic"
kraken,Kraken,/api/monsters/kraken,,monstrosity,"[{'value': 17, 'proficiency': {'index': 'saving-throw-str', 'name': 'Saving Throw: STR', 'url': '/api/proficiencies/saving-throw-str'}}, {'value': 7, 'proficiency': {'index': 'saving-throw-dex', 'name': 'Saving Throw: DEX', 'url': '/api/proficiencies/saving-throw-dex'}}, {'value': 14, 'proficiency': {'index': 'saving-throw-con', 'name': 'Saving Throw: CON', 'url': '/api/proficiencies/saving-throw-con'}}, {'value': 13, 'proficiency': {'index': 'saving-throw-int', 'name': 'Saving Throw: INT', 'url': '/api/proficiencies/saving-throw-int'}}, {'value': 11, 'proficiency': {'index': 'saving-throw-wis', 'name': 'Saving Throw: WIS', 'url': '/api/proficiencies/saving-throw-wis'}}]",,"{'walk': '20 ft.', 'swim': '60 ft.'}",Gargantuan,"understands Abyssal, Celestial, Infernal, and Primordial but can't speak, telepathy 120 ft."
lamia,Lamia,/api/monsters/lamia,,monstrosity,"[{'value': 7, 'proficiency': {'index': 'skill-deception', 'name': 'Skill: Deception', 'url': '/api/proficiencies/skill-deception'}}, {'value': 4, 'proficiency': {'index': 'skill-insight', 'name': 'Skill: Insight', 'url': '/api/proficiencies/skill-insight'}}, {'value': 3, 'proficiency': {'index': 'skill-stealth', 'name': 'Skill: Stealth', 'url': '/api/proficiencies/skill-stealth'}}]",,{'walk': '30 ft.'},Large,"Abyssal, Common"
lemure,Lemure,/api/monsters/lemure,,fiend,[],,{'walk': '15 ft.'},Medium,understands infernal but can't speak
lich,Lich,/api/monsters/lich,,undead,"[{'value': 10, 'proficiency': {'index': 'saving-throw-con', 'name': 'Saving Throw: CON', 'url': '/api/proficiencies/saving-throw-con'}}, {'value': 12, 'proficiency': {'index': 'saving-throw-int', 'name': 'Saving Throw: INT', 'url': '/api/proficiencies/saving-throw-int'}}, {'value': 9, 'proficiency': {'index': 'saving-throw-wis', 'name': 'Saving Throw: WIS', 'url': '/api/proficiencies/saving-throw-wis'}}, {'value': 18, 'proficiency': {'index': 'skill-arcana', 'name': 'Skill: Arcana', 'url': '/api/proficiencies/skill-arcana'}}, {'value': 12, 'proficiency': {'index': 'skill-history', 'name': 'Skill: History', 'url': '/api/proficiencies/skill-history'}}, {'value': 9, 'proficiency': {'index': 'skill-insight', 'name': 'Skill: Insight', 'url': '/api/proficiencies/skill-insight'}}, {'value': 9, 'proficiency': {'index': 'skill-perception', 'name': 'Skill: Perception', 'url': '/api/proficiencies/skill-perception'}}]",,{'walk': '30 ft.'},Medium,Common plus up to five other languages
lion,Lion,/api/monsters/lion,,beast,"[{'value': 3, 'proficiency': {'index': 'skill-perception', 'name': 'Skill: Perception', 'url': '/api/proficiencies/skill-perception'}}, {'value': 6, 'proficiency': {'index': 'skill-stealth', 'name': 'Skill: Stealth', 'url': '/api/proficiencies/skill-stealth'}}]",,{'walk': '50 ft.'},Large,
lizard,Lizard,/api/monsters/lizard,,beast,[],,"{'walk': '20 ft.', 'climb': '20 ft.'}",Tiny,
lizardfolk,Lizardfolk,/api/monsters/lizardfolk,,humanoid,"[{'value': 3, 'proficiency': {'index': 'skill-perception', 'name': 'Skill: Perception', 'url': '/api/proficiencies/skill-perception'}}, {'value': 4, 'proficiency': {'index': 'skill-stealth', 'name': 'Skill: Stealth', 'url': '/api/proficiencies/skill-stealth'}}, {'value': 5, 'proficiency': {'index': 'skill-survival', 'name': 'Skill: Survival', 'url': '/api/proficiencies/skill-survival'}}]",,"{'walk': '30 ft.', 'swim': '30 ft.'}",Medium,Draconic
mage,Mage,/api/monsters/mage,"Mages spend their lives in the study and practice of magic. Good-aligned mages offer counsel to nobles and others in power, while evil mages dwell in isolated sites to perform unspeakable experiments without interference.",humanoid,"[{'value': 6, 'proficiency': {'index': 'saving-throw-int', 'name': 'Saving Throw: INT', 'url': '/api/proficiencies/saving-throw-int'}}, {'value': 4, 'proficiency': {'index': 'saving-throw-wis', 'name': 'Saving Throw: WIS', 'url': '/api/proficiencies/saving-throw-wis'}}, {'value': 6, 'proficiency': {'index': 'skill-arcana', 'name': 'Skill: Arcana', 'url': '/api/proficiencies/skill-arcana'}}, {'value': 6, 'proficiency': {'index': 'skill-history', 'name': 'Skill: History', 'url': '/api/proficiencies/skill-history'}}]",,{'walk': '30 ft.'},Medium,any four languages
magma-mephit,Magma Mephit,/api/monsters/magma-mephit,,elemental,"[{'value': 3, 'proficiency': {'index': 'skill-stealth', 'name': 'Skill: Stealth', 'url': '/api/proficiencies/skill-stealth'}}]",,"{'walk': '30 ft.', 'fly': '30 ft.'}",Small,"Ignan, Terran"
magmin,Magmin,/api/monsters/magmin,,elemental,[],,{'walk': '30 ft.'},Small,Ignan
mammoth,Mammoth,/api/monsters/mammoth,"A mammoth is an elephantine creature with thick fur and long tusks. Stockier and fiercer than normal elephants, mammoths inhabit a wide range of climes, from subarctic to subtropical.",beast,[],,{'walk': '40 ft.'},Huge,
manticore,Manticore,/api/monsters/manticore,,monstrosity,[],,"{'walk': '30 ft.', 'fly': '50 ft.'}",Large,
marilith,Marilith,/api/monsters/marilith,,fiend,"[{'value': 9, 'proficiency': {'index': 'saving-throw-str', 'name': 'Saving Throw: STR', 'url': '/api/proficiencies/saving-throw-str'}}, {'value': 10, 'proficiency': {'index': 'saving-throw-con', 'name': 'Saving Throw: CON', 'url': '/api/proficiencies/saving-throw-con'}}, {'value': 8, 'proficiency': {'index': 'saving-throw-wis', 'name': 'Saving Throw: WIS', 'url': '/api/proficiencies/saving-throw-wis'}}, {'value': 10, 'proficiency': {'index': 'saving-throw-cha', 'name': 'Saving Throw: CHA', 'url': '/api/proficiencies/saving-throw-cha'}}]",,{'walk': '40 ft.'},Large,"Abyssal, telepathy 120 ft."
mastiff,Mastiff,/api/monsters/mastiff,"Mastiffs are impressive hounds prized by humanoids for their loyalty and keen senses. Mastiffs can be trained as guard dogs, hunting dogs, and war dogs. Halflings and other Small humanoids ride them as mounts.",beast,"[{'value': 3, 'proficiency': {'index': 'skill-perception', 'name': 'Skill: Perception', 'url': '/api/proficiencies/skill-perception'}}]",,{'walk': '40 ft.'},Medium,
medusa,Medusa,/api/monsters/medusa,,monstrosity,"[{'value': 5, 'proficiency': {'index': 'skill-deception', 'name': 'Skill: Deception', 'url': '/api/proficiencies/skill-deception'}}, {'value': 4, 'proficiency': {'index': 'skill-insight', 'name': 'Skill: Insight', 'url': '/api/proficiencies/skill-insight'}}, {'value': 4, 'proficiency': {'index': 'skill-perception', 'name': 'Skill: Perception', 'url': '/api/proficiencies/skill-perception'}}, {'value': 5, 'proficiency': {'index': 'skill-stealth', 'name': 'Skill: Stealth', 'url': '/api/proficiencies/skill-stealth'}}]",,{'walk': '30 ft.'},Medium,Common
merfolk,Merfolk,/api/monsters/merfolk,,humanoid,"[{'value': 2, 'proficiency': {'index': 'skill-perception', 'name': 'Skill: Perception', 'url': '/api/proficiencies/skill-perception'}}]",,"{'walk': '10 ft.', 'swim': '40 ft.'}",Medium,"Aquan, Common"
merrow,Merrow,/api/monsters/merrow,,monstrosity,[],,"{'walk': '10 ft.', 'swim': '40 ft.'}",Large,"Abyssal, Aquan"
mimic,Mimic,/api/monsters/mimic,,monstrosity,"[{'value': 5, 'proficiency': {'index': 'skill-stealth', 'name': 'Skill: Stealth', 'url': '/api/proficiencies/skill-stealth'}}]",/api/images/monsters/mimic.png,{'walk': '15 ft.'},Medium,
minotaur,Minotaur,/api/monsters/minotaur,,monstrosity,"[{'value': 7, 'proficiency': {'index': 'skill-perception', 'name': 'Skill: Perception', 'url': '/api/proficiencies/skill-perception'}}]",,{'walk': '40 ft.'},Large,Abyssal
minotaur-skeleton,Minotaur Skeleton,/api/monsters/minotaur-skeleton,,undead,[],,{'walk': '40 ft.'},Large,understands Abyssal but can't speak
mule,Mule,/api/monsters/mule,,beast,[],,{'walk': '40 ft.'},Medium,
mummy,Mummy,/api/monsters/mummy,,undead,"[{'value': 2, 'proficiency': {'index': 'saving-throw-wis', 'name': 'Saving Throw: WIS', 'url': '/api/proficiencies/saving-throw-wis'}}]",,{'walk': '20 ft.'},Medium,the languages it knew in life
mummy-lord,Mummy Lord,/api/monsters/mummy-lord,,undead,"[{'value': 8, 'proficiency': {'index': 'saving-throw-con', 'name': 'Saving Throw: CON', 'url': '/api/proficiencies/saving-throw-con'}}, {'value': 5, 'proficiency': {'index': 'saving-throw-int', 'name': 'Saving Throw: INT', 'url': '/api/proficiencies/saving-throw-int'}}, {'value': 9, 'proficiency': {'index': 'saving-throw-wis', 'name': 'Saving Throw: WIS', 'url': '/api/proficiencies/saving-throw-wis'}}, {'value': 8, 'proficiency': {'index': 'saving-throw-cha', 'name': 'Saving Throw: CHA', 'url': '/api/proficiencies/saving-throw-cha'}}, {'value': 5, 'proficiency': {'index': 'skill-history', 'name': 'Skill: History', 'url': '/api/proficiencies/skill-history'}}, {'value': 5, 'proficiency': {'index': 'skill-religion', 'name': 'Skill: Religion', 'url': '/api/proficiencies/skill-religion'}}]",,{'walk': '20 ft.'},Medium,the languages it knew in life
nalfeshnee,Nalfeshnee,/api/monsters/nalfeshnee,,fiend,"[{'value': 11, 'proficiency': {'index': 'saving-throw-con', 'name': 'Saving Throw: CON', 'url': '/api/proficiencies/saving-throw-con'}}, {'value': 9, 'proficiency': {'index': 'saving-throw-int', 'name': 'Saving Throw: INT', 'url': '/api/proficiencies/saving-throw-int'}}, {'value': 6, 'proficiency': {'index': 'saving-throw-wis', 'name': 'Saving Throw: WIS', 'url': '/api/proficiencies/saving-throw-wis'}}, {'value': 7, 'proficiency': {'index': 'saving-throw-cha', 'name': 'Saving Throw: CHA', 'url': '/api/proficiencies/saving-throw-cha'}}]",,"{'walk': '20 ft.', 'fly': '30 ft.'}",Large,"Abyssal, telepathy 120 ft."
night-hag,Night Hag,/api/monsters/night-hag,,fiend,"[{'value': 7, 'proficiency': {'index': 'skill-deception', 'name': 'Skill: Deception', 'url': '/api/proficiencies/skill-deception'}}, {'value': 6, 'proficiency': {'index': 'skill-insight', 'name': 'Skill: Insight', 'url': '/api/proficiencies/skill-insight'}}, {'value': 6, 'proficiency': {'index': 'skill-perception', 'name': 'Skill: Perception', 'url': '/api/proficiencies/skill-perception'}}, {'value': 6, 'proficiency': {'index': 'skill-stealth', 'name': 'Skill: Stealth', 'url': '/api/proficiencies/skill-stealth'}}]",,{'walk': '30 ft.'},Medium,"Abyssal, Common, Infernal, Primordial"
nightmare,Nightmare,/api/monsters/nightmare,,fiend,[],,"{'walk': '60 ft.', 'fly': '90 ft.'}",Large,"understands Abyssal, Common, and Infernal but can't speak"
noble,Noble,/api/monsters/noble,"**Nobles** wield great authority and influence as members of the upper class, possessing wealth and connections that can make them as powerful as monarchs and generals. A noble often travels in the company of guards, as well as servants who are commoners.

The noble’s statistics can also be used to represent **courtiers** who aren’t of noble birth.",humanoid,"[{'value': 5, 'proficiency': {'index': 'skill-deception', 'name': 'Skill: Deception', 'url': '/api/proficiencies/skill-deception'}}, {'value': 4, 'proficiency': {'index': 'skill-insight', 'name': 'Skill: Insight', 'url': '/api/proficiencies/skill-insight'}}, {'value': 5, 'proficiency': {'index': 'skill-persuasion', 'name': 'Skill: Persuasion', 'url': '/api/proficiencies/skill-persuasion'}}]",,{'walk': '30 ft.'},Medium,any two languages
ochre-jelly,Ochre Jelly,/api/monsters/ochre-jelly,,ooze,[],,"{'walk': '10 ft.', 'climb': '10 ft.'}",Large,
octopus,Octopus,/api/monsters/octopus,,beast,"[{'value': 2, 'proficiency': {'index': 'skill-perception', 'name': 'Skill: Perception', 'url': '/api/proficiencies/skill-perception'}}, {'value': 4, 'proficiency': {'index': 'skill-stealth', 'name': 'Skill: Stealth', 'url': '/api/proficiencies/skill-stealth'}}]",,"{'walk': '5 ft.', 'swim': '30 ft.'}",Small,
ogre,Ogre,/api/monsters/ogre,,giant,[],,{'walk': '40 ft.'},Large,"Common, Giant"
ogre-zombie,Ogre Zombie,/api/monsters/ogre-zombie,,undead,"[{'value': 0, 'proficiency': {'index': 'saving-throw-wis', 'name': 'Saving Throw: WIS', 'url': '/api/proficiencies/saving-throw-wis'}}]",,{'walk': '30 ft.'},Large,understands Common and Giant but can't speak
oni,Oni,/api/monsters/oni,,giant,"[{'value': 3, 'proficiency': {'index': 'saving-throw-dex', 'name': 'Saving Throw: DEX', 'url': '/api/proficiencies/saving-throw-dex'}}, {'value': 6, 'proficiency': {'index': 'saving-throw-con', 'name': 'Saving Throw: CON', 'url': '/api/proficiencies/saving-throw-con'}}, {'value': 4, 'proficiency': {'index': 'saving-throw-wis', 'name': 'Saving Throw: WIS', 'url': '/api/proficiencies/saving-throw-wis'}}, {'value': 5, 'proficiency': {'index': 'saving-throw-cha', 'name': 'Saving Throw: CHA', 'url': '/api/proficiencies/saving-throw-cha'}}, {'value': 5, 'proficiency': {'index': 'skill-arcana', 'name': 'Skill: Arcana', 'url': '/api/proficiencies/skill-arcana'}}, {'value': 8, 'proficiency': {'index': 'skill-deception', 'name': 'Skill: Deception', 'url': '/api/proficiencies/skill-deception'}}, {'value': 4, 'proficiency': {'index': 'skill-perception', 'name': 'Skill: Perception', 'url': '/api/proficiencies/skill-perception'}}]",,"{'walk': '30 ft.', 'fly': '30 ft.'}",Large,"Common, Giant"
orc,Orc,/api/monsters/orc,,humanoid,"[{'value': 2, 'proficiency': {'index': 'skill-intimidation', 'name': 'Skill: Intimidation', 'url': '/api/proficiencies/skill-intimidation'}}]",,{'walk': '30 ft.'},Medium,"Common, Orc"
otyugh,Otyugh,/api/monsters/otyugh,,aberration,"[{'value': 7, 'proficiency': {'index': 'saving-throw-con', 'name': 'Saving Throw: CON', 'url': '/api/proficiencies/saving-throw-con'}}]",,{'walk': '30 ft.'},Large,Otyugh
owl,Owl,/api/monsters/owl,,beast,"[{'value': 3, 'proficiency': {'index': 'skill-perception', 'name': 'Skill: Perception', 'url': '/api/proficiencies/skill-perception'}}, {'value': 3, 'proficiency': {'index': 'skill-stealth', 'name': 'Skill: Stealth', 'url': '/api/proficiencies/skill-stealth'}}]",,"{'walk': '5 ft.', 'fly': '60 ft.'}",Tiny,
owlbear,Owlbear,/api/monsters/owlbear,,monstrosity,"[{'value': 3, 'proficiency': {'index': 'skill-perception', 'name': 'Skill: Perception', 'url': '/api/proficiencies/skill-perception'}}]",,{'walk': '40 ft.'},Large,
panther,Panther,/api/monsters/panther,,beast,"[{'value': 4, 'proficiency': {'index': 'skill-perception', 'name': 'Skill: Perception', 'url': '/api/proficiencies/skill-perception'}}, {'value': 6, 'proficiency': {'index': 'skill-stealth', 'name': 'Skill: Stealth', 'url': '/api/proficiencies/skill-stealth'}}]",,"{'walk': '50 ft.', 'climb': '40 ft.'}",Medium,
pegasus,Pegasus,/api/monsters/pegasus,,celestial,"[{'value': 4, 'proficiency': {'index': 'saving-throw-dex', 'name': 'Saving Throw: DEX', 'url': '/api/proficiencies/saving-throw-dex'}}, {'value': 4, 'proficiency': {'index': 'saving-throw-wis', 'name': 'Saving Throw: WIS', 'url': '/api/proficiencies/saving-throw-wis'}}, {'value': 3, 'proficiency': {'index': 'saving-throw-cha', 'name': 'Saving Throw: CHA', 'url': '/api/proficiencies/saving-throw-cha'}}, {'value': 6, 'proficiency': {'index': 'skill-perception', 'name': 'Skill: Perception', 'url': '/api/proficiencies/skill-perception'}}]",,"{'walk': '60 ft.', 'fly': '90 ft.'}",Large,"understands Celestial, Common, Elvish, and Sylvan but can't speak"
phase-spider,Phase Spider,/api/monsters/phase-spider,A phase spider possesses the magical ability to phase in and out of the Ethereal Plane. It seems to appear out of nowhere and quickly vanishes after attacking. Its movement on the Ethereal Plane before coming back to the Material Plane makes it seem like it can teleport.,monstrosity,"[{'value': 6, 'proficiency': {'index': 'skill-stealth', 'name': 'Skill: Stealth', 'url': '/api/proficiencies/skill-stealth'}}]",,"{'walk': '30 ft.', 'climb': '30 ft.'}",Large,
pit-fiend,Pit Fiend,/api/monsters/pit-fiend,,fiend,"[{'value': 8, 'proficiency': {'index': 'saving-throw-dex', 'name': 'Saving Throw: DEX', 'url': '/api/proficiencies/saving-throw-dex'}}, {'value': 13, 'proficiency': {'index': 'saving-throw-con', 'name': 'Saving Throw: CON', 'url': '/api/proficiencies/saving-throw-con'}}, {'value': 10, 'proficiency': {'index': 'saving-throw-wis', 'name': 'Saving Throw: WIS', 'url': '/api/proficiencies/saving-throw-wis'}}]",,"{'walk': '30 ft.', 'fly': '60 ft.'}",Large,"Infernal, telepathy 120 ft."
planetar,Planetar,/api/monsters/planetar,,celestial,"[{'value': 12, 'proficiency': {'index': 'saving-throw-con', 'name': 'Saving Throw: CON', 'url': '/api/proficiencies/saving-throw-con'}}, {'value': 11, 'proficiency': {'index': 'saving-throw-wis', 'name': 'Saving Throw: WIS', 'url': '/api/proficiencies/saving-throw-wis'}}, {'value': 12, 'proficiency': {'index': 'saving-throw-cha', 'name': 'Saving Throw: CHA', 'url': '/api/proficiencies/saving-throw-cha'}}, {'value': 11, 'proficiency': {'index': 'skill-perception', 'name': 'Skill: Perception', 'url': '/api/proficiencies/skill-perception'}}]",,"{'walk': '40 ft.', 'fly': '120 ft.'}",Large,"all, telepathy 120 ft."
plesiosaurus,Plesiosaurus,/api/monsters/plesiosaurus,,beast,"[{'value': 3, 'proficiency': {'index': 'skill-perception', 'name': 'Skill: Perception', 'url': '/api/proficiencies/skill-perception'}}, {'value': 4, 'proficiency': {'index': 'skill-stealth', 'name': 'Skill: Stealth', 'url': '/api/proficiencies/skill-stealth'}}]",,"{'walk': '20 ft.', 'swim': '40 ft.'}",Large,
poisonous-snake,Poisonous Snake,/api/monsters/poisonous-snake,,beast,[],,"{'walk': '30 ft.', 'swim': '30 ft.'}",Tiny,
polar-bear,Polar Bear,/api/monsters/polar-bear,,beast,"[{'value': 3, 'proficiency': {'index': 'skill-perception', 'name': 'Skill: Perception', 'url': '/api/proficiencies/skill-perception'}}]",,"{'walk': '40 ft.', 'swim': '30 ft.'}",Large,
pony,Pony,/api/monsters/pony,,beast,[],,{'walk': '40 ft.'},Medium,
priest,Priest,/api/monsters/priest,"Priests bring the teachings of their gods to the common folk. They are the spiritual leaders of temples and shrines and often hold positions of influence in their communities. Evil priests might work openly under a tyrant, or they might be the leaders of religious sects hidden in the shadows of good society, overseeing depraved rites.

A priest typically has one or more acolytes to help with religious ceremonies and other sacred duties.",humanoid,"[{'value': 7, 'proficiency': {'index': 'skill-medicine', 'name': 'Skill: Medicine', 'url': '/api/proficiencies/skill-medicine'}}, {'value': 3, 'proficiency': {'index': 'skill-persuasion', 'name': 'Skill: Persuasion', 'url': '/api/proficiencies/skill-persuasion'}}, {'value': 4, 'proficiency': {'index': 'skill-religion', 'name': 'Skill: Religion', 'url': '/api/proficiencies/skill-religion'}}]",,{'walk': '25 ft.'},Medium,any two languages
pseudodragon,Pseudodragon,/api/monsters/pseudodragon,,dragon,"[{'value': 3, 'proficiency': {'index': 'skill-perception', 'name': 'Skill: Perception', 'url': '/api/proficiencies/skill-perception'}}, {'value': 4, 'proficiency': {'index': 'skill-stealth', 'name': 'Skill: Stealth', 'url': '/api/proficiencies/skill-stealth'}}]",,"{'walk': '15 ft.', 'fly': '60 ft.'}",Tiny,understands Common and Draconic but can't speak
purple-worm,Purple Worm,/api/monsters/purple-worm,,monstrosity,"[{'value': 11, 'proficiency': {'index': 'saving-throw-con', 'name': 'Saving Throw: CON', 'url': '/api/proficiencies/saving-throw-con'}}, {'value': 4, 'proficiency': {'index': 'saving-throw-wis', 'name': 'Saving Throw: WIS', 'url': '/api/proficiencies/saving-throw-wis'}}]",,"{'walk': '50 ft.', 'burrow': '30 ft.'}",Gargantuan,
quasit,Quasit,/api/monsters/quasit,,fiend,"[{'value': 5, 'proficiency': {'index': 'skill-stealth', 'name': 'Skill: Stealth', 'url': '/api/proficiencies/skill-stealth'}}]",,{'walk': '40 ft.'},Tiny,"Abyssal, Common"
quipper,Quipper,/api/monsters/quipper,"A quipper is a carnivorous fish with sharp teeth. Quippers can adapt to any aquatic environment, including cold subterranean lakes. They frequently gather in swarms; the statistics for a swarm of quippers appear later in this appendix.",beast,[],,{'swim': '40 ft.'},Tiny,
rakshasa,Rakshasa,/api/monsters/rakshasa,,fiend,"[{'value': 10, 'proficiency': {'index': 'skill-deception', 'name': 'Skill: Deception', 'url': '/api/proficiencies/skill-deception'}}, {'value': 8, 'proficiency': {'index': 'skill-insight', 'name': 'Skill: Insight', 'url': '/api/proficiencies/skill-insight'}}]",,{'walk': '40 ft.'},Medium,"Common, Infernal"
rat,Rat,/api/monsters/rat,,beast,[],,{'walk': '20 ft.'},Tiny,
raven,Raven,/api/monsters/raven,,beast,"[{'value': 3, 'proficiency': {'index': 'skill-perception', 'name': 'Skill: Perception', 'url': '/api/proficiencies/skill-perception'}}]",,"{'walk': '10 ft.', 'fly': '50 ft.'}",Tiny,
red-dragon-wyrmling,Red Dragon Wyrmling,/api/monsters/red-dragon-wyrmling,,dragon,"[{'value': 2, 'proficiency': {'index': 'saving-throw-dex', 'name': 'Saving Throw: DEX', 'url': '/api/proficiencies/saving-throw-dex'}}, {'value': 5, 'proficiency': {'index': 'saving-throw-con', 'name': 'Saving Throw: CON', 'url': '/api/proficiencies/saving-throw-con'}}, {'value': 2, 'proficiency': {'index': 'saving-throw-wis', 'name': 'Saving Throw: WIS', 'url': '/api/proficiencies/saving-throw-wis'}}, {'value': 4, 'proficiency': {'index': 'saving-throw-cha', 'name': 'Saving Throw: CHA', 'url': '/api/proficiencies/saving-throw-cha'}}, {'value': 4, 'proficiency': {'index': 'skill-perception', 'name': 'Skill: Perception', 'url': '/api/proficiencies/skill-perception'}}, {'value': 2, 'proficiency': {'index': 'skill-stealth', 'name': 'Skill: Stealth', 'url': '/api/proficiencies/skill-stealth'}}]",,"{'walk': '30 ft.', 'climb': '30 ft.', 'fly': '60 ft.'}",Medium,Draconic
reef-shark,Reef Shark,/api/monsters/reef-shark,"Smaller than giant sharks and hunter sharks, reef sharks inhabit shallow waters and coral reefs, gathering in small packs to hunt. A full-grown specimen measures 6 to 10 feet long.",beast,"[{'value': 2, 'proficiency': {'index': 'skill-perception', 'name': 'Skill: Perception', 'url': '/api/proficiencies/skill-perception'}}]",,{'swim': '40 ft.'},Medium,
remorhaz,Remorhaz,/api/monsters/remorhaz,,monstrosity,[],,"{'walk': '30 ft.', 'burrow': '20 ft.'}",Huge,
rhinoceros,Rhinoceros,/api/monsters/rhinoceros,,beast,[],,{'walk': '40 ft.'},Large,
riding-horse,Riding Horse,/api/monsters/riding-horse,,beast,[],,{'walk': '60 ft.'},Large,
roc,Roc,/api/monsters/roc,,monstrosity,"[{'value': 4, 'proficiency': {'index': 'saving-throw-dex', 'name': 'Saving Throw: DEX', 'url': '/api/proficiencies/saving-throw-dex'}}, {'value': 9, 'proficiency': {'index': 'saving-throw-con', 'name': 'Saving Throw: CON', 'url': '/api/proficiencies/saving-throw-con'}}, {'value': 4, 'proficiency': {'index': 'saving-throw-wis', 'name': 'Saving Throw: WIS', 'url': '/api/proficiencies/saving-throw-wis'}}, {'value': 3, 'proficiency': {'index': 'saving-throw-cha', 'name': 'Saving Throw: CHA', 'url': '/api/proficiencies/saving-throw-cha'}}, {'value': 4, 'proficiency': {'index': 'skill-perception', 'name': 'Skill: Perception', 'url': '/api/proficiencies/skill-perception'}}]",,"{'walk': '20 ft.', 'fly': '120 ft.'}",Gargantuan,
