Index,Name,URL,Description,Reference,Prerequisites,Level,Parent,Feature Specific
relentless-rage,Relentless Rage,/api/features/relentless-rage,"[""Starting at 11th level, your rage can keep you fighting despite grievous wounds. If you drop to 0 hit points while you're raging and don't die outright, you can make a DC 10 Constitution saving throw. If you succeed, you drop to 1 hit point instead."", 'Each time you use this feature after the first, the DC increases by 5. When you finish a short or long rest, the DC resets to 10.']",,[],11,,
reliable-talent,Reliable Talent,/api/features/reliable-talent,"['By 11th level, you have refined your chosen skills until they approach perfection. Whenever you make an ability check that lets you add your proficiency bonus, you can treat a d20 roll of 9 or lower as a 10.']",,[],11,,
remarkable-athlete,Remarkable Athlete,/api/features/remarkable-athlete,"[""Starting at 7th level, you can add half your proficiency bonus (round up) to any Strength, Dexterity, or Constitution check you make that doesn't already use your proficiency bonus. In addition, when you make a running long jump, the distance you can cover increases by a number of feet equal to your Strength modifier.""]",,[],7,,
retaliation,Retaliation,/api/features/retaliation,"['Starting at 14th level, when you take damage from a creature that is within 5 feet of you, you can use your reaction to make a melee weapon Attack against that creature.']",,[],14,,
rogue-ability-score-improvement-1,Ability Score Improvement,/api/features/rogue-ability-score-improvement-1,"[""When you reach 4th level, and again at 8th, 10th, 12th, 16th, and 19th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature.""]",,[],4,,
rogue-ability-score-improvement-2,Ability Score Improvement,/api/features/rogue-ability-score-improvement-2,"[""When you reach 4th level, and again at 8th, 10th, 12th, 16th, and 19th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature.""]",,[],8,,
rogue-ability-score-improvement-3,Ability Score Improvement,/api/features/rogue-ability-score-improvement-3,"[""When you reach 4th level, and again at 8th, 10th, 12th, 16th, and 19th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature.""]",,[],10,,
rogue-ability-score-improvement-4,Ability Score Improvement,/api/features/rogue-ability-score-improvement-4,"[""When you reach 4th level, and again at 8th, 10th, 12th, 16th, and 19th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature.""]",,[],12,,
rogue-ability-score-improvement-5,Ability Score Improvement,/api/features/rogue-ability-score-improvement-5,"[""When you reach 4th level, and again at 8th, 10th, 12th, 16th, and 19th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature.""]",,[],16,,
rogue-ability-score-improvement-6,Ability Score Improvement,/api/features/rogue-ability-score-improvement-6,"[""When you reach 4th level, and again at 8th, 10th, 12th, 16th, and 19th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature.""]",,[],19,,
rogue-evasion,Evasion,/api/features/rogue-evasion,"[""Beginning at 7th level, you can nimbly dodge out of the way of certain area effects, such as a red dragon's fiery breath or an ice storm spell. When you are subjected to an effect that allows you to make a Dexterity saving throw to take only half damage, you instead take no damage if you succeed on the saving throw, and only half damage if you fail.""]",,[],7,,
rogue-expertise-1,Expertise,/api/features/rogue-expertise-1,"[""At 1st level, choose two of your skill proficiencies, or one of your skill proficiencies and your proficiency with thieves' tools. Your proficiency bonus is doubled for any ability check you make that uses either of the chosen proficiencies."", ""At 6th level, you can choose two more of your proficiencies (in skills or with thieves' tools) to gain this benefit""]",,[],1,,"{'expertise_options': {'choose': 1, 'type': 'proficiency', 'from': {'option_set_type': 'options_array', 'options': [{'option_type': 'choice', 'choice': {'choose': 2, 'type': 'proficiency', 'from': {'option_set_type': 'options_array', 'options': [{'option_type': 'reference', 'item': {'index': 'skill-acrobatics', 'name': 'Skill: Acrobatics', 'url': '/api/proficiencies/skill-acrobatics'}}, {'option_type': 'reference', 'item': {'index': 'skill-animal-handling', 'name': 'Skill: Animal Handling', 'url': '/api/proficiencies/skill-animal-handling'}}, {'option_type': 'reference', 'item': {'index': 'skill-arcana', 'name': 'Skill: Arcana', 'url': '/api/proficiencies/skill-arcana'}}, {'option_type': 'reference', 'item': {'index': 'skill-athletics', 'name': 'Skill: Athletics', 'url': '/api/proficiencies/skill-athletics'}}, {'option_type': 'reference', 'item': {'index': 'skill-deception', 'name': 'Skill: Deception', 'url': '/api/proficiencies/skill-deception'}}, {'option_type': 'reference', 'item': {'index': 'skill-history', 'name': 'Skill: History', 'url': '/api/proficiencies/skill-history'}}, {'option_type': 'reference', 'item': {'index': 'skill-insight', 'name': 'Skill: Insight', 'url': '/api/proficiencies/skill-insight'}}, {'option_type': 'reference', 'item': {'index': 'skill-intimidation', 'name': 'Skill: Intimidation', 'url': '/api/proficiencies/skill-intimidation'}}, {'option_type': 'reference', 'item': {'index': 'skill-investigation', 'name': 'Skill: Investigation', 'url': '/api/proficiencies/skill-investigation'}}, {'option_type': 'reference', 'item': {'index': 'skill-medicine', 'name': 'Skill: Medicine', 'url': '/api/proficiencies/skill-medicine'}}, {'option_type': 'reference', 'item': {'index': 'skill-nature', 'name': 'Skill: Nature', 'url': '/api/proficiencies/skill-nature'}}, {'option_type': 'reference', 'item': {'index': 'skill-perception', 'name': 'Skill: Perception', 'url': '/api/proficiencies/skill-perception'}}, {'option_type': 'reference', 'item': {'index': 'skill-performance', 'name': 'Skill: Performance', 'url': '/api/proficiencies/skill-performance'}}, {'option_type': 'reference', 'item': {'index': 'skill-persuasion', 'name': 'Skill: Persuasion', 'url': '/api/proficiencies/skill-persuasion'}}, {'option_type': 'reference', 'item': {'index': 'skill-religion', 'name': 'Skill: Religion', 'url': '/api/proficiencies/skill-religion'}}, {'option_type': 'reference', 'item': {'index': 'skill-sleight-of-hand', 'name': 'Skill: Sleight of Hand', 'url': '/api/proficiencies/skill-sleight-of-hand'}}, {'option_type': 'reference', 'item': {'index': 'skill-stealth', 'name': 'Skill: Stealth', 'url': '/api/proficiencies/skill-stealth'}}, {'option_type': 'reference', 'item': {'index': 'skill-survival', 'name': 'Skill: Survival', 'url': '/api/proficiencies/skill-survival'}}]}}}, {'option_type': 'multiple', 'items': [{'option_type': 'choice', 'choice': {'choose': 1, 'type': 'proficiency', 'from': {'option_set_type': 'options_array', 'options': [{'option_type': 'reference', 'item': {'index': 'skill-acrobatics', 'name': 'Skill: Acrobatics', 'url': '/api/proficiencies/skill-acrobatics'}}, {'option_type': 'reference', 'item': {'index': 'skill-animal-handling', 'name': 'Skill: Animal Handling', 'url': '/api/proficiencies/skill-animal-handling'}}, {'option_type': 'reference', 'item': {'index': 'skill-arcana', 'name': 'Skill: Arcana', 'url': '/api/proficiencies/skill-arcana'}}, {'option_type': 'reference', 'item': {'index': 'skill-athletics', 'name': 'Skill: Athletics', 'url': '/api/proficiencies/skill-athletics'}}, {'option_type': 'reference', 'item': {'index': 'skill-deception', 'name': 'Skill: Deception', 'url': '/api/proficiencies/skill-deception'}}, {'option_type': 'reference', 'item': {'index': 'skill-history', 'name': 'Skill: History', 'url': '/api/proficiencies/skill-history'}}, {'option_type': 'reference', 'item': {'index': 'skill-insight', 'name': 'Skill: Insight', 'url': '/api/proficiencies/skill-insight'}}, {'option_type': 'reference', 'item': {'index': 'skill-intimidation', 'name': 'Skill: Intimidation', 'url': '/api/proficiencies/skill-intimidation'}}, {'option_type': 'reference', 'item': {'index': 'skill-investigation', 'name': 'Skill: Investigation', 'url': '/api/proficiencies/skill-investigation'}}, {'option_type': 'reference', 'item': {'index': 'skill-medicine', 'name': 'Skill: Medicine', 'url': '/api/proficiencies/skill-medicine'}}, {'option_type': 'reference', 'item': {'index': 'skill-nature', 'name': 'Skill: Nature', 'url': '/api/proficiencies/skill-nature'}}, {'option_type': 'reference', 'item': {'index': 'skill-perception', 'name': 'Skill: Perception', 'url': '/api/proficiencies/skill-perception'}}, {'option_type': 'reference', 'item': {'index': 'skill-performance', 'name': 'Skill: Performance', 'url': '/api/proficiencies/skill-performance'}}, {'option_type': 'reference', 'item': {'index': 'skill-persuasion', 'name': 'Skill: Persuasion', 'url': '/api/proficiencies/skill-persuasion'}}, {'option_type': 'reference', 'item': {'index': 'skill-religion', 'name': 'Skill: Religion', 'url': '/api/proficiencies/skill-religion'}}, {'option_type': 'reference', 'item': {'index': 'skill-sleight-of-hand', 'name': 'Skill: Sleight of Hand', 'url': '/api/proficiencies/skill-sleight-of-hand'}}, {'option_type': 'reference', 'item': {'index': 'skill-stealth', 'name': 'Skill: Stealth', 'url': '/api/proficiencies/skill-stealth'}}, {'option_type': 'reference', 'item': {'index': 'skill-survival', 'name': 'Skill: Survival', 'url': '/api/proficiencies/skill-survival'}}]}}}, {'option_type': 'reference', 'item': {'index': 'thieves-tools', 'name': ""Thieves' Tools"", 'url': '/api/proficiencies/thieves-tools'}}]}]}}, 'invocations': []}"
rogue-expertise-2,Expertise,/api/features/rogue-expertise-2,"[""At 1st level, choose two of your skill proficiencies, or one of your skill proficiencies and your proficiency with thieves' tools. Your proficiency bonus is doubled for any ability check you make that uses either of the chosen proficiencies."", ""At 6th level, you can choose two more of your proficiencies (in skills or with thieves' tools) to gain this benefit""]",,[],6,,"{'expertise_options': {'choose': 2, 'type': 'proficiency', 'from': {'option_set_type': 'options_array', 'options': [{'option_type': 'reference', 'item': {'index': 'skill-acrobatics', 'name': 'Skill: Acrobatics', 'url': '/api/proficiencies/skill-acrobatics'}}, {'option_type': 'reference', 'item': {'index': 'skill-animal-handling', 'name': 'Skill: Animal Handling', 'url': '/api/proficiencies/skill-animal-handling'}}, {'option_type': 'reference', 'item': {'index': 'skill-arcana', 'name': 'Skill: Arcana', 'url': '/api/proficiencies/skill-arcana'}}, {'option_type': 'reference', 'item': {'index': 'skill-athletics', 'name': 'Skill: Athletics', 'url': '/api/proficiencies/skill-athletics'}}, {'option_type': 'reference', 'item': {'index': 'skill-deception', 'name': 'Skill: Deception', 'url': '/api/proficiencies/skill-deception'}}, {'option_type': 'reference', 'item': {'index': 'skill-history', 'name': 'Skill: History', 'url': '/api/proficiencies/skill-history'}}, {'option_type': 'reference', 'item': {'index': 'skill-insight', 'name': 'Skill: Insight', 'url': '/api/proficiencies/skill-insight'}}, {'option_type': 'reference', 'item': {'index': 'skill-intimidation', 'name': 'Skill: Intimidation', 'url': '/api/proficiencies/skill-intimidation'}}, {'option_type': 'reference', 'item': {'index': 'skill-investigation', 'name': 'Skill: Investigation', 'url': '/api/proficiencies/skill-investigation'}}, {'option_type': 'reference', 'item': {'index': 'skill-medicine', 'name': 'Skill: Medicine', 'url': '/api/proficiencies/skill-medicine'}}, {'option_type': 'reference', 'item': {'index': 'skill-nature', 'name': 'Skill: Nature', 'url': '/api/proficiencies/skill-nature'}}, {'option_type': 'reference', 'item': {'index': 'skill-perception', 'name': 'Skill: Perception', 'url': '/api/proficiencies/skill-perception'}}, {'option_type': 'reference', 'item': {'index': 'skill-performance', 'name': 'Skill: Performance', 'url': '/api/proficiencies/skill-performance'}}, {'option_type': 'reference', 'item': {'index': 'skill-persuasion', 'name': 'Skill: Persuasion', 'url': '/api/proficiencies/skill-persuasion'}}, {'option_type': 'reference', 'item': {'index': 'skill-religion', 'name': 'Skill: Religion', 'url': '/api/proficiencies/skill-religion'}}, {'option_type': 'reference', 'item': {'index': 'skill-sleight-of-hand', 'name': 'Skill: Sleight of Hand', 'url': '/api/proficiencies/skill-sleight-of-hand'}}, {'option_type': 'reference', 'item': {'index': 'skill-stealth', 'name': 'Skill: Stealth', 'url': '/api/proficiencies/skill-stealth'}}, {'option_type': 'reference', 'item': {'index': 'skill-survival', 'name': 'Skill: Survival', 'url': '/api/proficiencies/skill-survival'}}, {'option_type': 'reference', 'item': {'index': 'thieves-tools', 'name': ""Thieves' Tools"", 'url': '/api/proficiencies/thieves-tools'}}]}}, 'invocations': []}"
roguish-archetype,Roguish Archetype,/api/features/roguish-archetype,"['At 3rd level, you choose an archetype that you emulate in the exercise of your rogue abilities, such as Thief. Additional archetypes are available in the original source material. Your archetype choice grants you features at 3rd level and then again at 9th, 13th, and 17th level.']",,[],3,,
sacred-oath,Sacred Oath,/api/features/sacred-oath,"['When you reach 3rd level, you swear the oath that binds you as a paladin forever. Up to this time you have been in a preparatory stage, committed to the path but not yet sworn to it. Now you choose an oath, such as the Oath of Devotion.', 'Your choice grants you features at 3rd level and again at 7th, 15th, and 20th level. Those features include oath spells and the Channel Divinity feature.']",,[],3,,
sculpt-spells,Sculpt Spells,/api/features/sculpt-spells,"[""Beginning at 2nd level, you can create pockets of relative safety within the effects of your evocation spells. When you cast an evocation spell that affects other creatures that you can see, you can choose a number of them equal to 1 + the spell's level. The chosen creatures automatically succeed on their saving throws against the spell, and they take no damage if they would normally take half damage on a successful save.""]",,[],2,,
second-story-work,Second-Story Work,/api/features/second-story-work,"['When you choose this archetype at 3rd level, you gain the ability to climb faster than normal; climbing no longer costs you extra movement.', 'In addition, when you make a running jump, the distance you cover increases by a number of feet equal to your Dexterity modifier.']",,[],3,,
second-wind,Second Wind,/api/features/second-wind,"['You have a limited well of stamina that you can draw on to protect yourself from harm. On your turn, you can use a bonus action to regain hit points equal to 1d10 + your fighter level. Once you use this feature, you must finish a short or long rest before you can use it again.']",,[],1,,
signature-spell,Signature Spell,/api/features/signature-spell,"[""When you reach 20th level, you gain mastery over two powerful spells and can cast them with little effort. Choose two 3rd-level wizard spells in your spellbook as your signature spells. You always have these spells prepared, they don't count against the number of spells you have prepared, and you can cast each of them once at 3rd level without expending a spell slot. When you do so, you can't do so again until you finish a short or long rest."", 'If you want to cast either spell at a higher level, you must expend a spell slot as normal.']",,[],20,,
slippery-mind,Slippery Mind,/api/features/slippery-mind,"['By 15th level, you have acquired greater mental strength. You gain proficiency in Wisdom saving throws.']",,[],15,,
slow-fall,Slow Fall,/api/features/slow-fall,"['Beginning at 4th level, you can use your reaction when you fall to reduce any falling damage you take by an amount equal to five times your monk level.']",,[],4,,
sneak-attack,Sneak Attack,/api/features/sneak-attack,"[""Beginning at 1st level, you know how to strike subtly and exploit a foe's distraction. Once per turn, you can deal an extra 1d6 damage to one creature you hit with an attack if you have advantage on the attack roll. The attack must use a finesse or a ranged weapon."", ""You don't need advantage on the attack roll if another enemy of the target is within 5 feet of it, that enemy isn't incapacitated, and you don't have disadvantage on the attack roll."", 'The amount of the extra damage increases as you gain levels in this class, as shown in the Sneak Attack column of the Rogue table.']",,[],1,,
song-of-rest-d10,Song of Rest (d10),/api/features/song-of-rest-d10,"['Beginning at 2nd level, you can use soothing music or oration to help revitalize your wounded allies during a short rest. If you or any friendly creatures who can hear your performance regain hit points at the end of the short rest by spending one or more Hit Dice, each of those creatures regains an extra 1d6 hit points. ', 'The extra hit points increase when you reach certain levels in this class: to 1d8 at 9th level, to 1d10 at 13th level, and to 1d12 at 17th level.']",,[],13,,
song-of-rest-d12,Song of Rest (d12),/api/features/song-of-rest-d12,"['Beginning at 2nd level, you can use soothing music or oration to help revitalize your wounded allies during a short rest. If you or any friendly creatures who can hear your performance regain hit points at the end of the short rest by spending one or more Hit Dice, each of those creatures regains an extra 1d6 hit points. ', 'The extra hit points increase when you reach certain levels in this class: to 1d8 at 9th level, to 1d10 at 13th level, and to 1d12 at 17th level.']",,[],17,,
song-of-rest-d6,Song of Rest (d6),/api/features/song-of-rest-d6,"['Beginning at 2nd level, you can use soothing music or oration to help revitalize your wounded allies during a short rest. If you or any friendly creatures who can hear your performance regain hit points at the end of the short rest by spending one or more Hit Dice, each of those creatures regains an extra 1d6 hit points. ', 'The extra hit points increase when you reach certain levels in this class: to 1d8 at 9th level, to 1d10 at 13th level, and to 1d12 at 17th level.']",,[],2,,
song-of-rest-d8,Song of Rest (d8),/api/features/song-of-rest-d8,"['Beginning at 2nd level, you can use soothing music or oration to help revitalize your wounded allies during a short rest. If you or any friendly creatures who can hear your performance regain hit points at the end of the short rest by spending one or more Hit Dice, each of those creatures regains an extra 1d6 hit points. ', 'The extra hit points increase when you reach certain levels in this class: to 1d8 at 9th level, to 1d10 at 13th level, and to 1d12 at 17th level.']",,[],9,,
sorcerer-ability-score-improvement-1,Ability Score Improvement,/api/features/sorcerer-ability-score-improvement-1,"[""When you reach 4th level, and again at 8th, 12th, 16th, and 19th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature.""]",,[],4,,
sorcerer-ability-score-improvement-2,Ability Score Improvement,/api/features/sorcerer-ability-score-improvement-2,"[""When you reach 4th level, and again at 8th, 12th, 16th, and 19th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature.""]",,[],8,,
sorcerer-ability-score-improvement-3,Ability Score Improvement,/api/features/sorcerer-ability-score-improvement-3,"[""When you reach 4th level, and again at 8th, 12th, 16th, and 19th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature.""]",,[],12,,
sorcerer-ability-score-improvement-4,Ability Score Improvement,/api/features/sorcerer-ability-score-improvement-4,"[""When you reach 4th level, and again at 8th, 12th, 16th, and 19th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature.""]",,[],16,,
sorcerer-ability-score-improvement-5,Ability Score Improvement,/api/features/sorcerer-ability-score-improvement-5,"[""When you reach 4th level, and again at 8th, 12th, 16th, and 19th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature.""]",,[],19,,
sorcerous-origin,Sorcerous Origin,/api/features/sorcerous-origin,"['Choose a sorcerous origin, which describes the source of your innate magical power, such as Draconic Bloodline.', 'Your choice grants you features when you choose it at 1st level and again at 6th, 14th, and 18th level.']",,[],1,,
sorcerous-restoration,Sorcerous Restoration,/api/features/sorcerous-restoration,"['At 20th level, you regain 4 expended sorcery points whenever you finish a short rest.']",,[],20,,
spell-mastery,Spell Mastery,/api/features/spell-mastery,"['At 18th level, you have achieved such mastery over certain spells that you can cast them at will. Choose a 1st-level wizard spell and a 2nd-level wizard spell that are in your spellbook. You can cast those spells at their lowest level without expending a spell slot when you have them prepared. If you want to cast either spell at a higher level, you must expend a spell slot as normal.', 'By spending 8 hours in study, you can exchange one or both of the spells you chose for different spells of the same levels.']",,[],18,,
spellcasting-bard,Spellcasting: Bard,/api/features/spellcasting-bard,"['You have learned to untangle and reshape the fabric of reality in harmony with your wishes and music. Your spells are part of your vast repertoire, magic that you can tune to different situations.']",/api/classes/bard/spellcasting,[],1,,
spellcasting-cleric,Spellcasting: Cleric,/api/features/spellcasting-cleric,"['As a conduit for divine power, you can cast cleric spells.']",/api/classes/cleric/spellcasting,[],1,,
spellcasting-druid,Spellcasting: Druid,/api/features/spellcasting-druid,"['Drawing on the divine essence of nature itself, you can cast spells to shape that essence to your will.']",/api/classes/druid/spellcasting,[],1,,
spellcasting-paladin,Spellcasting: Paladin,/api/features/spellcasting-paladin,"['By 2nd level, you have learned to draw on divine magic through meditation and prayer to cast spells as a cleric does.']",/api/classes/paladin/spellcasting,[],2,,
spellcasting-ranger,Spellcasting: Ranger,/api/features/spellcasting-ranger,"['By the time you reach 2nd level, you have learned to use the magical essence of nature to cast spells, much as a druid does.']",/api/classes/ranger/spellcasting,[],2,,
spellcasting-sorcerer,Spellcasting: Sorcerer,/api/features/spellcasting-sorcerer,"['An event in your past, or in the life of a parent or ancestor, left an indelible mark on you, infusing you with arcane magic. This font of magic, whatever its origin, fuels your spells.']",/api/classes/sorcerer/spellcasting,[],1,,
spellcasting-wizard,Spellcasting: Wizard,/api/features/spellcasting-wizard,"['As a student of arcane magic, you have a spellbook containing spells that show the first glimmerings of your true power.']",/api/classes/wizard/spellcasting,[],1,,
step-of-the-wind,Step of the Wind,/api/features/step-of-the-wind,"['You can spend 1 ki point to take the Disengage or Dash action as a bonus action on your turn, and your jump distance is doubled for the turn.']",,[],2,,
stillness-of-mind,Stillness of Mind,/api/features/stillness-of-mind,"['Starting at 7th level, you can use your action to end one effect on yourself that is causing you to be charmed or frightened.']",,[],7,,
stroke-of-luck,Stroke of Luck,/api/features/stroke-of-luck,"['At 20th level, you have an uncanny knack for succeeding when you need to. If your attack misses a target within range, you can turn the miss into a hit. Alternatively, if you fail an ability check, you can treat the d20 roll as a 20.', ""Once you use this feature, you can't use it again until you finish a short or long rest.""]",,[],20,,
stunning-strike,Stunning Strike,/api/features/stunning-strike,"[""Starting at 5th level, you can interfere with the flow of ki in an opponent's body. When you hit another creature with a melee weapon attack, you can spend 1 ki point to attempt a stunning strike. The target must succeed on a Constitution saving throw or be stunned until the end of your next turn.""]",,[],5,,
superior-critical,Superior Critical,/api/features/superior-critical,"['Starting at 15th level, your weapon attacks score a critical hit on a roll of 18-20.']",,[],15,,
superior-hunters-defense,Superior Hunter's Defense,/api/features/superior-hunters-defense,"['At 15th level, you gain one of the following features of your choice.', 'Evasion', 'Stand Against the Tide', 'Uncanny Dodge']",,[],15,,"{'subfeature_options': {'choose': 1, 'type': 'feature', 'from': {'option_set_type': 'options_array', 'options': [{'option_type': 'reference', 'item': {'index': 'superior-hunters-defense-evasion', 'name': ""Superior Hunter's Defense: Evasion"", 'url': '/api/features/superior-hunters-defense-evasion'}}, {'option_type': 'reference', 'item': {'index': 'superior-hunters-defense-stand-against-the-tide', 'name': ""Superior Hunter's Defense: Stand Against the Tide"", 'url': '/api/features/superior-hunters-defense-stand-against-the-tide'}}, {'option_type': 'reference', 'item': {'index': 'superior-hunters-defense-uncanny-dodge', 'name': ""Superior Hunter's Defense: Uncanny Dodge"", 'url': '/api/features/superior-hunters-defense-uncanny-dodge'}}]}}, 'invocations': []}"
superior-hunters-defense-evasion,Superior Hunter's Defense: Evasion,/api/features/superior-hunters-defense-evasion,"[""When you are subjected to an effect, such as a red dragon's fiery breath or a lightning bolt spell, that allows you to make a Dexterity saving throw to take only half damage, you instead take no damage if you succeed on the saving throw, and only half damage if you fail.""]",,[],15,"{'index': 'superior-hunters-defense', 'name': ""Superior Hunter's Defense"", 'url': '/api/features/superior-hunters-defense'}",
superior-hunters-defense-stand-against-the-tide,Superior Hunter's Defense: Stand Against the Tide,/api/features/superior-hunters-defense-stand-against-the-tide,"['When a hostile creature misses you with a melee attack, you can use your reaction to force that creature to repeat the same attack against another creature (other than itself) of your choice.']",,[],15,"{'index': 'superior-hunters-defense', 'name': ""Superior Hunter's Defense"", 'url': '/api/features/superior-hunters-defense'}",
superior-hunters-defense-uncanny-dodge,Superior Hunter's Defense: Uncanny Dodge,/api/features/superior-hunters-defense-uncanny-dodge,"[""When an attacker that you can see hits you with an attack, you can use your reaction to halve the attack's damage against you.""]",,[],15,"{'index': 'superior-hunters-defense', 'name': ""Superior Hunter's Defense"", 'url': '/api/features/superior-hunters-defense'}",
superior-inspiration,Superior Inspiration,/api/features/superior-inspiration,"['At 20th level, when you roll initiative and have no uses of Bardic Inspiration left, you regain one use.']",,[],20,,
supreme-healing,Supreme Healing,/api/features/supreme-healing,"['Starting at 17th level, when you would normally roll one or more dice to restore hit points with a spell, you instead use the highest number possible for each die. For example, instead of restoring 2d6 hit points to a creature, you restore 12.']",,[],17,,
supreme-sneak,Supreme Sneak,/api/features/supreme-sneak,"['Starting at 9th level, you have advantage on a Dexterity (Stealth) check if you move no more than half your speed on the same turn.']",,[],9,,
survivor,Survivor,/api/features/survivor,"[""At 18th level, you attain the pinnacle of resilience in battle. At the start of each of your turns, you regain hit points equal to 5 + your Constitution modifier if you have no more than half of your hit points left. You don't gain this benefit if you have 0 hit points.""]",,[],18,,
thiefs-reflexes,Thief's Reflexes,/api/features/thiefs-reflexes,"[""When you reach 17th level, you have become adept at laying ambushes and quickly escaping danger. You can take two turns during the first round of any combat. You take your first turn at your normal initiative and your second turn at your initiative minus 10. You can't use this feature when you are surprised.""]",,[],17,,
thieves-cant,Thieves' Cant,/api/features/thieves-cant,"[""During your rogue training you learned thieves' cant, a secret mix of dialect, jargon, and code that allows you to hide messages in seemingly normal conversation. Only another creature that knows thieves' cant understands such messages. It takes four times longer to convey such a message than it does to speak the same idea plainly."", ""In addition, you understand a set of secret signs and symbols used to convey short, simple messages, such as whether an area is dangerous or the territory of a thieves' guild, whether loot is nearby, or whether the people in an area are easy marks or will provide a safe house for thieves on the run.""]",,[],1,,
tongue-of-the-sun-and-moon,Tongue of the Sun and Moon,/api/features/tongue-of-the-sun-and-moon,"['Starting at 13th level, you learn to touch the ki of other minds so that you understand all spoken languages. Moreover, any creature that can understand a language can understand what you say.']",,[],13,,
tranquility,Tranquility,/api/features/tranquility,"['Beginning at 11th level, you can enter a special meditation that surrounds you with an aura of peace. At the end of a long rest, you gain the effect of a sanctuary spell that lasts until the start of your next long rest (the spell can end early as normal). The saving throw DC for the spell equals 8 + your Wisdom modifier + your proficiency bonus.']",,[],11,,
unarmored-movement-1,Unarmored Movement,/api/features/unarmored-movement-1,"['Starting at 2nd level, your speed increases by 10 feet while you are not wearing armor or wielding a shield. This bonus increases when you reach certain monk levels, as shown in Table: The Monk.', 'At 9th level, you gain the ability to move along vertical surfaces and across liquids on your turn without falling during the move.']",,[],2,,
unarmored-movement-2,Unarmored Movement,/api/features/unarmored-movement-2,"['Starting at 2nd level, your speed increases by 10 feet while you are not wearing armor or wielding a shield. This bonus increases when you reach certain monk levels, as shown in Table: The Monk.', 'At 9th level, you gain the ability to move along vertical surfaces and across liquids on your turn without falling during the move.']",,[],9,,
uncanny-dodge,Uncanny Dodge,/api/features/uncanny-dodge,"[""Starting at 5th level, when an attacker that you can see hits you with an attack, you can use your reaction to halve the attack's damage against you.""]",,[],5,,
use-magic-device,Use Magic Device,/api/features/use-magic-device,"['By 13th level, you have learned enough about the workings of magic that you can improvise the use of items even when they are not intended for you. You ignore all class, race, and level requirements on the use of magic items.']",,[],13,,
vanish,Vanish,/api/features/vanish,"[""Starting at 14th level, you can use the Hide action as a bonus action on your turn. Also, you can't be tracked by nonmagical means, unless you choose to leave a trail.""]",,[],14,,
warlock-ability-score-improvement-1,Ability Score Improvement,/api/features/warlock-ability-score-improvement-1,"[""When you reach 4th level, and again at 8th, 12th, 16th, and 19th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature.""]",,[],4,,
warlock-ability-score-improvement-2,Ability Score Improvement,/api/features/warlock-ability-score-improvement-2,"[""When you reach 4th level, and again at 8th, 12th, 16th, and 19th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature.""]",,[],8,,
warlock-ability-score-improvement-3,Ability Score Improvement,/api/features/warlock-ability-score-improvement-3,"[""When you reach 4th level, and again at 8th, 12th, 16th, and 19th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature.""]",,[],12,,
warlock-ability-score-improvement-4,Ability Score Improvement,/api/features/warlock-ability-score-improvement-4,"[""When you reach 4th level, and again at 8th, 12th, 16th, and 19th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature.""]",,[],16,,
warlock-ability-score-improvement-5,Ability Score Improvement,/api/features/warlock-ability-score-improvement-5,"[""When you reach 4th level, and again at 8th, 12th, 16th, and 19th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature.""]",,[],19,,
wholeness-of-body,Wholeness of Body,/api/features/wholeness-of-body,"['At 6th level, you gain the ability to heal yourself. As an action, you can regain hit points equal to three times your monk level. You must finish a long rest before you can use this feature again.']",,[],6,,
