6
!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
gust-of-wind,Gust of Wind,/api/spells/gust-of-wind,"[""A line of strong wind 60 feet long and 10 feet wide blasts from you in a direction you choose for the spell's duration. Each creature that starts its turn in the line must succeed on a strength saving throw or be pushed 15 feet away from you in a direction following the line."", 'Any creature in the line must spend 2 feet of movement for every 1 foot it moves when moving closer to you.', 'The gust disperses gas or vapor, and it extinguishes candles, torches, and similar unprotected flames in the area. It causes protected flames, such as those of lanterns, to dance wildly and has a 50 percent chance to extinguish them.', 'As a bonus action on each of your turns before the spell ends, you can change the direction in which the line blasts from you.']",,,,,,,,,,"[{'index': 'druid', 'name': 'Druid', 'url': '/api/classes/druid'}, {'index': 'sorcerer', 'name': 'Sorcerer', 'url': '/api/classes/sorcerer'}, {'index': 'wizard', 'name': 'Wizard', 'url': '/api/classes/wizard'}]",,,,,,,,,,,,,2,,,,,"[{'index': 'lore', 'name': 'Lore', 'url': '/api/subclasses/lore'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],Self,"['V', 'S', 'M']",A legume seed.,False,Up to 1 minute,True,1 action,,,"{'index': 'evocation', 'name': 'Evocation', 'url': '/api/magic-schools/evocation'}"
hallow,Hallow,/api/spells/hallow,"['You touch a point and infuse an area around it with holy (or unholy) power. The area can have a radius up to 60 feet, and the spell fails if the radius includes an area already under the effect a hallow spell. The affected area is subject to the following effects.', ""First, celestials, elementals, fey, fiends, and undead can't enter the area, nor can such creatures charm, frighten, or possess creatures within it. Any creature charmed, frightened, or possessed by such a creature is no longer charmed, frightened, or possessed upon entering the area. You can exclude one or more of those types of creatures from this effect."", ""Second, you can bind an extra effect to the area. Choose the effect from the following list, or choose an effect offered by the GM. Some of these effects apply to creatures in the area; you can designate whether the effect applies to all creatures, creatures that follow a specific deity or leader, or creatures of a specific sort, such as ores or trolls. When a creature that would be affected enters the spell's area for the first time on a turn or starts its turn there, it can make a charisma saving throw. On a success, the creature ignores the extra effect until it leaves the area."", ""***Courage.*** Affected creatures can't be frightened while in the area."", ""***Darkness.*** Darkness fills the area. Normal light, as well as magical light created by spells of a lower level than the slot you used to cast this spell, can't illuminate the area."", ""***Daylight.*** Bright light fills the area. Magical darkness created by spells of a lower level than the slot you used to cast this spell can't extinguish the light."", '***Energy Protection.*** Affected creatures in the area have resistance to one damage type of your choice, except for bludgeoning, piercing, or slashing.', '***Energy Vulnerability.*** Affected creatures in the area have vulnerability to one damage type of your choice, except for bludgeoning, piercing, or slashing.', ""***Everlasting Rest.*** Dead bodies interred in the area can't be turned into undead."", ""***Extradimensional Interference.*** Affected creatures can't move or travel using teleportation or by extradimensional or interplanar means."", '***Fear.*** Affected creatures are frightened while in the area.', '***Silence.*** No sound can emanate from within the area, and no sound can reach into it.', ""***Tongues.*** Affected creatures can communicate with any other creature in the area, even if they don't share a common language.""]",,,,,,,,,,"[{'index': 'cleric', 'name': 'Cleric', 'url': '/api/classes/cleric'}]",,,,,,,,,,,,,5,,,,,"[{'index': 'fiend', 'name': 'Fiend', 'url': '/api/subclasses/fiend'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],Touch,"['V', 'S', 'M']","Herbs, oils, and incense worth at least 1,000 gp, which the spell consumes.",False,Until dispelled,False,24 hours,,,"{'index': 'evocation', 'name': 'Evocation', 'url': '/api/magic-schools/evocation'}"
hallucinatory-terrain,Hallucinatory Terrain,/api/spells/hallucinatory-terrain,"[""You make natural terrain in a 150-foot cube in range look, sound, and smell like some other sort of natural terrain. Thus, open fields or a road can be made to resemble a swamp, hill, crevasse, or some other difficult or impassable terrain. A pond can be made to seem like a grassy meadow, a precipice like a gentle slope, or a rock-strewn gully like a wide and smooth road. Manufactured structures, equipment, and creatures within the area aren't changed in appearance."", ""The tactile characteristics of the terrain are unchanged, so creatures entering the area are likely to see through the illusion. If the difference isn't obvious by touch, a creature carefully examining the illusion can attempt an Intelligence (Investigation) check against your spell save DC to disbelieve it. A creature who discerns the illusion for what it is, sees it as a vague image superimposed on the terrain.""]",,,,,,,,,,"[{'index': 'bard', 'name': 'Bard', 'url': '/api/classes/bard'}, {'index': 'druid', 'name': 'Druid', 'url': '/api/classes/druid'}, {'index': 'warlock', 'name': 'Warlock', 'url': '/api/classes/warlock'}, {'index': 'wizard', 'name': 'Wizard', 'url': '/api/classes/wizard'}]",,,,,,,,,,,,,4,,,,,"[{'index': 'land', 'name': 'Land', 'url': '/api/subclasses/land'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],300 feet,"['V', 'S', 'M']","A stone, a twig, and a bit of green plant.",False,24 hours,False,10 minutes,,,"{'index': 'illusion', 'name': 'Illusion', 'url': '/api/magic-schools/illusion'}"
harm,Harm,/api/spells/harm,"[""You unleash a virulent disease on a creature that you can see within range. The target must make a constitution saving throw. On a failed save, it takes 14d6 necrotic damage, or half as much damage on a successful save. The damage can't reduce the target's hit points below 1. If the target fails the saving throw, its hit point maximum is reduced for 1 hour by an amount equal to the necrotic damage it took. Any effect that removes a disease allows a creature's hit point maximum to return to normal before that time passes.""]",,,,,,,,,,"[{'index': 'cleric', 'name': 'Cleric', 'url': '/api/classes/cleric'}]",,,,,,,,,,,,,6,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],60 feet,"['V', 'S']",,False,Instantaneous,False,1 action,,"{'damage_type': {'index': 'necrotic', 'name': 'Necrotic', 'url': '/api/damage-types/necrotic'}, 'damage_at_slot_level': {'6': '14d6'}}","{'index': 'necromancy', 'name': 'Necromancy', 'url': '/api/magic-schools/necromancy'}"
haste,Haste,/api/spells/haste,"[""Choose a willing creature that you can see within range. Until the spell ends, the target's speed is doubled, it gains a +2 bonus to AC, it has advantage on dexterity saving throws, and it gains an additional action on each of its turns. That action can be used only to take the Attack (one weapon attack only), Dash, Disengage, Hide, or Use an Object action."", ""When the spell ends, the target can't move or take actions until after its next turn, as a wave of lethargy sweeps over it.""]",,,,,,,,,,"[{'index': 'sorcerer', 'name': 'Sorcerer', 'url': '/api/classes/sorcerer'}, {'index': 'wizard', 'name': 'Wizard', 'url': '/api/classes/wizard'}]",,,,,,,,,,,,,3,,,,,"[{'index': 'lore', 'name': 'Lore', 'url': '/api/subclasses/lore'}, {'index': 'land', 'name': 'Land', 'url': '/api/subclasses/land'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],30 feet,"['V', 'S', 'M']",A shaving of licorice root.,False,Up to 1 minute,True,1 action,,,"{'index': 'transmutation', 'name': 'Transmutation', 'url': '/api/magic-schools/transmutation'}"
heal,Heal,/api/spells/heal,"['Choose a creature that you can see within range. A surge of positive energy washes through the creature, causing it to regain 70 hit points. This spell also ends blindness, deafness, and any diseases affecting the target. This spell has no effect on constructs or undead.']",,,,,,,,,,"[{'index': 'cleric', 'name': 'Cleric', 'url': '/api/classes/cleric'}, {'index': 'druid', 'name': 'Druid', 'url': '/api/classes/druid'}]",,,,,,,,,,,,,6,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['When you cast this spell using a spell slot of 7th level or higher, the amount of healing increases by 10 for each slot level above 6th.']",60 feet,"['V', 'S']",,False,Instantaneous,False,1 action,,,"{'index': 'evocation', 'name': 'Evocation', 'url': '/api/magic-schools/evocation'}"
healing-word,Healing Word,/api/spells/healing-word,['A creature of your choice that you can see within range regains hit points equal to 1d4 + your spellcasting ability modifier. This spell has no effect on undead or constructs.'],,,,,,,,,,"[{'index': 'bard', 'name': 'Bard', 'url': '/api/classes/bard'}, {'index': 'cleric', 'name': 'Cleric', 'url': '/api/classes/cleric'}, {'index': 'druid', 'name': 'Druid', 'url': '/api/classes/druid'}]",,,,,,,,,,,,,1,,,,,"[{'index': 'lore', 'name': 'Lore', 'url': '/api/subclasses/lore'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['When you cast this spell using a spell slot of 2nd level or higher, the healing increases by 1d4 for each slot level above 1st.']",60 feet,['V'],,False,Instantaneous,False,1 bonus action,,,"{'index': 'evocation', 'name': 'Evocation', 'url': '/api/magic-schools/evocation'}"
heat-metal,Heat Metal,/api/spells/heat-metal,"['Choose a manufactured metal object, such as a metal weapon or a suit of heavy or medium metal armor, that you can see within range. You cause the object to glow red-hot. Any creature in physical contact with the object takes 2d8 fire damage when you cast the spell. Until the spell ends, you can use a bonus action on each of your subsequent turns to cause this damage again.', ""If a creature is holding or wearing the object and takes the damage from it, the creature must succeed on a constitution saving throw or drop the object if it can. If it doesn't drop the object, it has disadvantage on attack rolls and ability checks until the start of your next turn.""]",,,,,,,,,,"[{'index': 'bard', 'name': 'Bard', 'url': '/api/classes/bard'}, {'index': 'druid', 'name': 'Druid', 'url': '/api/classes/druid'}]",,,,,,,,,,,,,2,,,,,"[{'index': 'lore', 'name': 'Lore', 'url': '/api/subclasses/lore'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['When you cast this spell using a spell slot of 3rd level or higher, the damage increases by 1d8 for each slot level above 2nd.']",60 feet,"['V', 'S', 'M']",A piece of iron and a flame.,False,Up to 1 minute,True,1 action,,"{'damage_type': {'index': 'fire', 'name': 'Fire', 'url': '/api/damage-types/fire'}, 'damage_at_slot_level': {'2': '2d8', '3': '3d8', '4': '4d8', '5': '5d8', '6': '6d8', '7': '7d8', '8': '8d8', '9': '9d8'}}","{'index': 'transmutation', 'name': 'Transmutation', 'url': '/api/magic-schools/transmutation'}"
hellish-rebuke,Hellish Rebuke,/api/spells/hellish-rebuke,"['You point your finger, and the creature that damaged you is momentarily surrounded by hellish flames. The creature must make a dexterity saving throw. It takes 2d10 fire damage on a failed save, or half as much damage on a successful one.']",,,,,,,,,,"[{'index': 'warlock', 'name': 'Warlock', 'url': '/api/classes/warlock'}]",,,,,,,,,,,,,1,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['When you cast this spell using a spell slot of 2nd level or higher, the damage increases by 1d10 for each slot level above 1st.']",60 feet,"['V', 'S']",,False,Instantaneous,False,1 reaction,,"{'damage_type': {'index': 'fire', 'name': 'Fire', 'url': '/api/damage-types/fire'}, 'damage_at_slot_level': {'1': '2d10', '2': '3d10', '3': '4d10', '4': '5d10', '5': '6d10', '6': '7d10', '7': '8d10', '8': '9d10', '9': '10d10'}}","{'index': 'evocation', 'name': 'Evocation', 'url': '/api/magic-schools/evocation'}"
heroes-feast,Heroes' Feast,/api/spells/heroes-feast,"[""You bring forth a great feast, including magnificent food and drink. The feast takes 1 hour to consume and disappears at the end of that time, and the beneficial effects don't set in until this hour is over. Up to twelve other creatures can partake of the feast."", 'A creature that partakes of the feast gains several benefits. The creature is cured of all diseases and poison, becomes immune to poison and being frightened, and makes all wisdom saving throws with advantage. Its hit point maximum also increases by 2d10, and it gains the same number of hit points. These benefits last for 24 hours.']",,,,,,,,,,"[{'index': 'cleric', 'name': 'Cleric', 'url': '/api/classes/cleric'}, {'index': 'druid', 'name': 'Druid', 'url': '/api/classes/druid'}]",,,,,,,,,,,,,6,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],30 feet,"['V', 'S', 'M']","A gem-encrusted bowl worth at least 1,000gp, which the spell consumes.",False,Instantaneous,False,10 minutes,,,"{'index': 'conjuration', 'name': 'Conjuration', 'url': '/api/magic-schools/conjuration'}"
heroism,Heroism,/api/spells/heroism,"['A willing creature you touch is imbued with bravery. Until the spell ends, the creature is immune to being frightened and gains temporary hit points equal to your spellcasting ability modifier at the start of each of its turns. When the spell ends, the target loses any remaining temporary hit points from this spell.']",,,,,,,,,,"[{'index': 'bard', 'name': 'Bard', 'url': '/api/classes/bard'}, {'index': 'paladin', 'name': 'Paladin', 'url': '/api/classes/paladin'}]",,,,,,,,,,,,,1,,,,,"[{'index': 'lore', 'name': 'Lore', 'url': '/api/subclasses/lore'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],Touch,"['V', 'S']",,False,Up to 1 minute,True,1 action,,,"{'index': 'enchantment', 'name': 'Enchantment', 'url': '/api/magic-schools/enchantment'}"
hideous-laughter,Hideous Laughter,/api/spells/hideous-laughter,"[""A creature of your choice that you can see within range perceives everything as hilariously funny and falls into fits of laughter if this spell affects it. The target must succeed on a wisdom saving throw or fall prone, becoming incapacitated and unable to stand up for the duration. A creature with an Intelligence score of 4 or less isn't affected."", ""At the end of each of its turns, and each time it takes damage, the target can make another wisdom saving throw. The target had advantage on the saving throw if it's triggered by damage. On a success, the spell ends.""]",,,,,,,,,,"[{'index': 'bard', 'name': 'Bard', 'url': '/api/classes/bard'}, {'index': 'wizard', 'name': 'Wizard', 'url': '/api/classes/wizard'}]",,,,,,,,,,,,,1,,,,,"[{'index': 'lore', 'name': 'Lore', 'url': '/api/subclasses/lore'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],30 feet,"['V', 'S', 'M']",Tiny tarts and a feather that is waved in the air.,False,Up to 1 minute,True,1 action,,,"{'index': 'enchantment', 'name': 'Enchantment', 'url': '/api/magic-schools/enchantment'}"
hold-monster,Hold Monster,/api/spells/hold-monster,"['Choose a creature you can see and reach. The target must make a saving throw of Wisdom or be paralyzed for the duration of the spell. This spell has no effect against the undead. At the end of each round, the target can make a new saving throw of Wisdom. If successful, the spell ends for the creature.']",,,,,,,,,,"[{'index': 'bard', 'name': 'Bard', 'url': '/api/classes/bard'}, {'index': 'sorcerer', 'name': 'Sorcerer', 'url': '/api/classes/sorcerer'}, {'index': 'warlock', 'name': 'Warlock', 'url': '/api/classes/warlock'}, {'index': 'wizard', 'name': 'Wizard', 'url': '/api/classes/wizard'}]",,,,,,,,,,,,,5,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['When you cast this spell using a level 6 or higher location, you can target an additional creature for each level of location beyond the fifth. The creatures must be within 30 feet o f each other when you target them.']",90 feet,"['V', 'S', 'M']",A small piece of iron.,False,Up to 1 minute,True,1 action,,,"{'index': 'enchantment', 'name': 'Enchantment', 'url': '/api/magic-schools/enchantment'}"
hold-person,Hold Person,/api/spells/hold-person,"['Choose a humanoid that you can see within range. The target must succeed on a wisdom saving throw or be paralyzed for the duration. At the end of each of its turns, the target can make another wisdom saving throw. On a success, the spell ends on the target.']",,,,,,,,,,"[{'index': 'bard', 'name': 'Bard', 'url': '/api/classes/bard'}, {'index': 'cleric', 'name': 'Cleric', 'url': '/api/classes/cleric'}, {'index': 'druid', 'name': 'Druid', 'url': '/api/classes/druid'}, {'index': 'sorcerer', 'name': 'Sorcerer', 'url': '/api/classes/sorcerer'}, {'index': 'warlock', 'name': 'Warlock', 'url': '/api/classes/warlock'}, {'index': 'wizard', 'name': 'Wizard', 'url': '/api/classes/wizard'}]",,,,,,,,,,,,,2,,,,,"[{'index': 'lore', 'name': 'Lore', 'url': '/api/subclasses/lore'}, {'index': 'land', 'name': 'Land', 'url': '/api/subclasses/land'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['When you cast this spell using a spell slot of 3rd level or higher, you can target one additional humanoid for each slot level above 2nd. The humanoids must be within 30 feet of each other when you target them.']",60 feet,"['V', 'S', 'M']","A small, straight piece of iron.",False,Up to 1 minute,True,1 action,,,"{'index': 'enchantment', 'name': 'Enchantment', 'url': '/api/magic-schools/enchantment'}"
holy-aura,Holy Aura,/api/spells/holy-aura,"['Divine light washes out from you and coalesces in a soft radiance in a 30-foot radius around you. Creatures of your choice in that radius when you cast this spell shed dim light in a 5-foot radius and have advantage on all saving throws, and other creatures have disadvantage on attack rolls against them until the spell ends. In addition, when a fiend or an undead hits an affected creature with a melee attack, the aura flashes with brilliant light. The attacker must succeed on a constitution saving throw or be blinded until the spell ends.']",,,,,,,,,,"[{'index': 'cleric', 'name': 'Cleric', 'url': '/api/classes/cleric'}]",,,,,,,,,,,,,8,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],Self,"['V', 'S', 'M']","A tiny reliquary worth at least 1,000gp containing a sacred relic, such as a scrap of cloth from a saint's robe or a piece of parchment from a religious text.",False,Up to 1 minute,True,1 action,,,"{'index': 'abjuration', 'name': 'Abjuration', 'url': '/api/magic-schools/abjuration'}"
hunters-mark,Hunter's Mark,/api/spells/hunters-mark,"['You choose a creature you can see within range and mystically mark it as your quarry. Until the spell ends, you deal an extra 1d6 damage to the target whenever you hit it with a weapon attack, and you have advantage on any Wisdom (Perception) or Wisdom (Survival) check you make to find it. If the target drops to 0 hit points before this spell ends, you can use a bonus action on a subsequent turn of yours to mark a new creature.']",,,,,,,,,,"[{'index': 'ranger', 'name': 'Ranger', 'url': '/api/classes/ranger'}]",,,,,,,,,,,,,1,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['When you cast this spell using a spell slot of 3rd or 4th level, you can maintain your concentration on the spell for up to 8 hours. When you use a spell slot of 5th level or higher, you can maintain your concentration on the spell for up to 24 hours.']",90 feet,['V'],,False,Up to 1 hour,True,1 bonus action,,,"{'index': 'divination', 'name': 'Divination', 'url': '/api/magic-schools/divination'}"
hypnotic-pattern,Hypnotic Pattern,/api/spells/hypnotic-pattern,"['You create a twisting pattern of colors that weaves through the air inside a 30-foot cube within range. The pattern appears for a moment and vanishes. Each creature in the area who sees the pattern must make a wisdom saving throw. On a failed save, the creature becomes charmed for the duration. While charmed by this spell, the creature is incapacitated and has a speed of 0.', 'The spell ends for an affected creature if it takes any damage or if someone else uses an action to shake the creature out of its stupor.']",,,,,,,,,,"[{'index': 'bard', 'name': 'Bard', 'url': '/api/classes/bard'}, {'index': 'sorcerer', 'name': 'Sorcerer', 'url': '/api/classes/sorcerer'}, {'index': 'warlock', 'name': 'Warlock', 'url': '/api/classes/warlock'}, {'index': 'wizard', 'name': 'Wizard', 'url': '/api/classes/wizard'}]",,,,,,,,,,,,,3,,,,,"[{'index': 'lore', 'name': 'Lore', 'url': '/api/subclasses/lore'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],120 feet,"['S', 'M']",A glowing stick of incense or a crystal vial filled with phosphorescent material.,False,Up to 1 minute,True,1 action,,,"{'index': 'illusion', 'name': 'Illusion', 'url': '/api/magic-schools/illusion'}"
ice-storm,Ice Storm,/api/spells/ice-storm,"['A hail of rock-hard ice pounds to the ground in a 20-foot-radius, 40-foot-high cylinder centered on a point within range. Each creature in the cylinder must make a dexterity saving throw. A creature takes 2d8 bludgeoning damage and 4d6 cold damage on a failed save, or half as much damage on a successful one.', ""Hailstones turn the storm's area of effect into difficult terrain until the end of your next turn.""]",,,,,,,,,,"[{'index': 'druid', 'name': 'Druid', 'url': '/api/classes/druid'}, {'index': 'sorcerer', 'name': 'Sorcerer', 'url': '/api/classes/sorcerer'}, {'index': 'wizard', 'name': 'Wizard', 'url': '/api/classes/wizard'}]",,,,,,,,,,,,,4,,,,,"[{'index': 'land', 'name': 'Land', 'url': '/api/subclasses/land'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['When you cast this spell using a spell slot of 5th level or higher, the bludgeoning damage increases by 1d8 for each slot level above 4th.']",300 feet,"['V', 'S', 'M']",A pinch of dust and a few drops of water.,False,Instantaneous,False,1 action,,"{'damage_type': {'index': 'bludgeoning', 'name': 'Bludgeoning', 'url': '/api/damage-types/bludgeoning'}, 'damage_at_slot_level': {'4': '2d8 + 4d6', '5': '3d8 + 4d6', '6': '4d8 + 4d6', '7': '5d8 + 4d6', '8': '6d8 + 4d6', '9': '7d8 + 4d6'}}","{'index': 'evocation', 'name': 'Evocation', 'url': '/api/magic-schools/evocation'}"
identify,Identify,/api/spells/identify,"['You choose one object that you must touch throughout the casting of the spell. If it is a magic item or some other magic-imbued object, you learn its properties and how to use them, whether it requires attunement to use, and how many charges it has, if any. You learn whether any spells are affecting the item and what they are. If the item was created by a spell, you learn which spell created it.', 'If you instead touch a creature throughout the casting, you learn what spells, if any, are currently affecting it.']",,,,,,,,,,"[{'index': 'bard', 'name': 'Bard', 'url': '/api/classes/bard'}, {'index': 'wizard', 'name': 'Wizard', 'url': '/api/classes/wizard'}]",,,,,,,,,,,,,1,,,,,"[{'index': 'lore', 'name': 'Lore', 'url': '/api/subclasses/lore'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],Touch,"['V', 'S', 'M']",A pearl worth at least 100gp and an owl feather.,True,Instantaneous,False,1 minute,,,"{'index': 'divination', 'name': 'Divination', 'url': '/api/magic-schools/divination'}"
illusory-script,Illusory Script,/api/spells/illusory-script,"['You write on parchment, paper, or some other suitable writing material and imbue it with a potent illusion that lasts for the duration.', 'To you and any creatures you designate when you cast the spell, the writing appears normal, written in your hand, and conveys whatever meaning you intended when you wrote the text. To all others, the writing appears as if it were written in an unknown or magical script that is unintelligible. Alternatively, you can cause the writing to appear to be an entirely different message, written in a different hand and language, though the language must be one you know.', 'Should the spell be dispelled, the original script and the illusion both disappear.', 'A creature with truesight can read the hidden message.']",,,,,,,,,,"[{'index': 'bard', 'name': 'Bard', 'url': '/api/classes/bard'}, {'index': 'warlock', 'name': 'Warlock', 'url': '/api/classes/warlock'}, {'index': 'wizard', 'name': 'Wizard', 'url': '/api/classes/wizard'}]",,,,,,,,,,,,,1,,,,,"[{'index': 'lore', 'name': 'Lore', 'url': '/api/subclasses/lore'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],Touch,"['S', 'M']","A lead-based ink worth at least 10gp, which this spell consumes.",True,10 days,False,1 minute,,,"{'index': 'illusion', 'name': 'Illusion', 'url': '/api/magic-schools/illusion'}"
imprisonment,Imprisonment,/api/spells/imprisonment,"[""You create a magical restraint to hold a creature that you can see within range. The target must succeed on a wisdom saving throw or be bound by the spell; if it succeeds, it is immune to this spell if you cast it again. While affected by this spell, the creature doesn't need to breathe, eat, or drink, and it doesn't age. Divination spells can't locate or perceive the target."", 'When you cast the spell, you choose one of the following forms of imprisonment.', '***Burial.*** The target is entombed far beneath the earth in a sphere of magical force that is just large enough to contain the target. Nothing can pass through the sphere, nor can any creature teleport or use planar travel to get into or out of it.', 'The special component for this version of the spell is a small mithral orb.', ""***Chaining.*** Heavy chains, firmly rooted in the ground, hold the target in place. The target is restrained until the spell ends, and it can't move or be moved by any means until then."", 'The special component for this version of the spell is a fine chain of precious metal.', '***Hedged Prison.*** The spell transports the target into a tiny demiplane that is warded against teleportation and planar travel. The demiplane can be a labyrinth, a cage, a tower, or any similar confined structure or area of your choice.', 'The special component for this version of the spell is a miniature representation of the prison made from jade.', ""***Minimus Containment.*** The target shrinks to a height of 1 inch and is imprisoned inside a gemstone or similar object. Light can pass through the gemstone normally (allowing the target to see out and other creatures to see in), but nothing else can pass through, even by means of teleportation or planar travel. The gemstone can't be cut or broken while the spell remains in effect."", 'The special component for this version of the spell is a large, transparent gemstone, such as a corundum, diamond, or ruby.', ""***Slumber.*** The target falls asleep and can't be awoken."", 'The special component for this version of the spell consists of rare soporific herbs.', ""***Ending the Spell.*** During the casting of the spell, in any of its versions, you can specify a condition that will cause the spell to end and release the target. The condition can be as specific or as elaborate as you choose, but the GM must agree that the condition is reasonable and has a likelihood of coming to pass. The conditions can be based on a creature's name, identity, or deity but otherwise must be based on observable actions or qualities and not based on intangibles such as level, class, or hit points."", 'A dispel magic spell can end the spell only if it is cast as a 9th-level spell, targeting either the prison or the special component used to create it.', 'You can use a particular special component to create only one prison at a time. If you cast the spell again using the same component, the target of the first casting is immediately freed from its binding.']",,,,,,,,,,"[{'index': 'warlock', 'name': 'Warlock', 'url': '/api/classes/warlock'}, {'index': 'wizard', 'name': 'Wizard', 'url': '/api/classes/wizard'}]",,,,,,,,,,,,,9,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],30 feet,"['V', 'S', 'M']","A vellum depiction or a carved statuette in the likeness of the target, and a special component that varies according to the version of the spell you choose, worth at least 500gp per Hit Die of the target.",False,Until dispelled,False,1 minute,,,"{'index': 'abjuration', 'name': 'Abjuration', 'url': '/api/magic-schools/abjuration'}"
incendiary-cloud,Incendiary Cloud,/api/spells/incendiary-cloud,"['A swirling cloud of smoke shot through with white-hot embers appears in a 20-foot-radius sphere centered on a point within range. The cloud spreads around corners and is heavily obscured. It lasts for the duration or until a wind of moderate or greater speed (at least 10 miles per hour) disperses it.', ""When the cloud appears, each creature in it must make a dexterity saving throw. A creature takes 10d8 fire damage on a failed save, or half as much damage on a successful one. A creature must also make this saving throw when it enters the spell's area for the first time on a turn or ends its turn there."", 'The cloud moves 10 feet directly away from you in a direction that you choose at the start of each of your turns.']",,,,,,,,,,"[{'index': 'sorcerer', 'name': 'Sorcerer', 'url': '/api/classes/sorcerer'}, {'index': 'wizard', 'name': 'Wizard', 'url': '/api/classes/wizard'}]",,,,,,,,,,,,,8,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],150 feet,"['V', 'S']",,False,Up to 1 minute,True,1 action,,"{'damage_type': {'index': 'fire', 'name': 'Fire', 'url': '/api/damage-types/fire'}, 'damage_at_slot_level': {'8': '10d8'}}","{'index': 'conjuration', 'name': 'Conjuration', 'url': '/api/magic-schools/conjuration'}"
inflict-wounds,Inflict Wounds,/api/spells/inflict-wounds,"['Make a melee spell attack against a creature you can reach. On a hit, the target takes 3d10 necrotic damage.']",,,,,,,,,,"[{'index': 'cleric', 'name': 'Cleric', 'url': '/api/classes/cleric'}]",,,,,,,,,,,,,1,,,,,"[{'index': 'lore', 'name': 'Lore', 'url': '/api/subclasses/lore'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['When you cast this spell using a spell slot of 2nd level or higher, the damage increases by 1d10 for each slot level above 1st.']",Touch,"['V', 'S']",,False,Instantaneous,False,1 action,melee,"{'damage_type': {'index': 'necrotic', 'name': 'Necrotic', 'url': '/api/damage-types/necrotic'}, 'damage_at_slot_level': {'1': '3d10', '2': '4d10', '3': '5d10', '4': '6d10', '5': '7d10', '6': '8d10', '7': '9d10', '8': '10d10', '9': '11d10'}}","{'index': 'necromancy', 'name': 'Necromancy', 'url': '/api/magic-schools/necromancy'}"
insect-plague,Insect Plague,/api/spells/insect-plague,"[""Swarming, biting locusts fill a 20-foot-radius sphere centered on a point you choose within range. The sphere spreads around corners. The sphere remains for the duration, and its area is lightly obscured. The sphere's area is difficult terrain."", ""When the area appears, each creature in it must make a constitution saving throw. A creature takes 4d10 piercing damage on a failed save, or half as much damage on a successful one. A creature must also make this saving throw when it enters the spell's area for the first time on a turn or ends its turn there.""]",,,,,,,,,,"[{'index': 'cleric', 'name': 'Cleric', 'url': '/api/classes/cleric'}, {'index': 'druid', 'name': 'Druid', 'url': '/api/classes/druid'}, {'index': 'sorcerer', 'name': 'Sorcerer', 'url': '/api/classes/sorcerer'}]",,,,,,,,,,,,,5,,,,,"[{'index': 'land', 'name': 'Land', 'url': '/api/subclasses/land'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['When you cast this spell using a spell slot of 6th level or higher, the damage increases by 1d10 for each slot level above 5th.']",300 feet,"['V', 'S', 'M']","A few grains of sugar, some kernels of grain, and a smear of fat.",False,Up to 10 minutes,True,1 action,,"{'damage_type': {'index': 'piercing', 'name': 'Piercing', 'url': '/api/damage-types/piercing'}, 'damage_at_slot_level': {'5': '4d10', '6': '5d10', '7': '6d10', '8': '7d10', '9': '8d10'}}","{'index': 'conjuration', 'name': 'Conjuration', 'url': '/api/magic-schools/conjuration'}"
